Tag	Tag File Name	Seq	Folder	Priority	Title	Author	Body
identity	identity.html	3	quotes	999999	The new form of the problem of identity	Rollo May	"The individual is forced to turn inward; he becomes obsessed with the new form of the problem of identity, namely, Even-if-I-know-who-I-am, I-have-no-significance. I am unable to influence others. The next step is apathy. And the step following that is violence. For no human being can stand the perpetually numbing experiene of his own powerlessness. 
"
imperfection	imperfection.html	3	quotes	999999	Between Saturday night and Sunday morning	Jimmy Buffet	"Oh, there's a thin line between Saturday night and Sunday morning.
"
imperfection	imperfection.html	3	quotes	999999	Continually debating people and never winning	Scott Adams	"If your view of the world is that people use reason for their important decisions, you are setting yourself up for a life of frustration and confusion. You'll find yourself continually debating people and never winning except in your own mind. Few things are as destructive and limiting as a worldview that assumes people are mostly rational.
"
imperfection	imperfection.html	3	quotes	999999	Expectations of holiness	William Blake	"It is not because angels are holier than men or devils that makes them angels, but because they do not expect holiness from one another, but from God only.
"
imperfection	imperfection.html	3	quotes	999999	Finish every day and be done with it	Ralph Waldo Emerson	"Finish every day and be done with it. You have done what you could -- some blunders and absurdities no doubt crept in: forget them as fast as you can. Tomorrow is a new day. You shall begin it well and serenely, and with too high a spirit to be cumbered with your old nonsense. 
"
imperfection	imperfection.html	3	quotes	999999	I learned a lot of things from failure	Brooks Robinson	"I learned a lot of things from failure. When you play 162 games, I don't think any sport emulates life like baseball. You play football once a week or basketball twice. But you start playing baseball, you play every day, day in and day out. And you understand in a hurry that you're going to have bad days and bad nights. You're going to have bad weeks, and you just have to make up your mind that, hey, tomorrow's tomorrow, and you forget about it. 
"
imperfection	imperfection.html	3	quotes	999999	I'll take the big sordid dirty crooked city	Raymond Chandler	"The other part of me wanted to get out and stay out. But this was the part I never listened to. Because if I ever had I would have stayed in the town where I was born and worked in the hardware store and married the boss's daughter and had five kids and read them the funny paper on Sunday morning and smacked their heads when they got out of line and squabbled with the wife about how much spending money they were to get and what programs they could have on the radio or TV set. I might even have got rich -- small-town rich, an eight-room house, two cars in the garage, chicken every Sunday and the <em>Reader's Digest</em> on the living room table, the wife with a cast iron permanent and me with a brain like a sack of Portland cement. You take it, friend. I'll take the big sordid dirty crooked city. 
"
imperfection	imperfection.html	3	quotes	999999	Unbelievable Heroes	John Rogers	"There are two novels that can change a bookish fourteen-year old's life: The <cite>Lord of the Rings</cite> and <cite>Atlas Shrugged</cite>. One is a childish fantasy that often engenders a lifelong obsession with its unbelievable heroes, leading to an emotionally stunted, socially crippled adulthood, unable to deal with the real world. The other, of course, involves orcs.
"
individuals	individuals.html	3	quotes	999999	All of us are trim tabs	Jeff Bridges	"One guy, he had nothing to do with the movies, but I've taken a lot of direction from him. That's Bucky Fuller. Bucky, he's most famous for the geodesic dome, but he made a great observation about these oceangoing tankers. And he noticed that the engineers were particularly challenged by how to turn this thing, you know? They got this big rudder, it took too much energy to turn the rudder to turn the ship. So they came up with a brilliant idea. Let's put a little rudder on the big rudder. The little rudder will turn the big rudder, the big rudder will turn the ship. The little rudder is called a trim tab.

Bucky made the analogy that a trim tab is an example of how the individual is connected to society and how we affect society. And I like to think of myself as a trim tab. All of us are trim tabs. We might seem like we're not up to the task, but we are, man. We're alive! We can make a difference! We can turn this ship in the way we wanna go, man! Towards love, creating a healthy planet for all of us."
individuals	individuals.html	3	quotes	999999	Art is a Hammer	Bertolt Brecht	"Art is not a mirror held up to reality, but a hammer with which to shape it.
"
individuals	individuals.html	3	quotes	999999	The best way to predict the future is to invent it	Alan Kay	"Don't worry about what anybody else is going to do.... The best way to predict the future is to invent it. Really smart people with reasonable funding can do just about anything that doesn't violate too many of Newton’s Laws.
"
individuals	individuals.html	3	quotes	999999	Careful, thoughtful, small, practical efforts	Joseph L. Badaracco, Jr.	"The vast majority of difficult, important human problems -- both inside and outside organizations -- are not solved by a swift, decisive stroke from someone at the top. What usually matters are careful, thoughtful, small, practical efforts by people working far from the limelight.
"
individuals	individuals.html	3	quotes	999999	Changing the World	Margaret Mead	"Never doubt that a small, group of thoughtful, committed citizens can change the world. Indeed, it is the only thing that ever has.
"
individuals	individuals.html	3	quotes	999999	Creatively Maladjusted	Martin Luther King Jr.	"There is a need now more than ever before for men and women in our nation to be creatively maladjusted. And I say to you that I choose to be among the maladjusted. 
"
individuals	individuals.html	3	quotes	999999	Critical Thinking Followed by Action	Dalai Lama	"Interviewer: What's the most important meditation we can do now? 

Dalai Lama: Critical thinking, followed by action. Discern what your world is. Know the plot, the scenario of this human drama. And then figure out where your talents might fit in to make a better world."
individuals	individuals.html	3	quotes	999999	Do the Right Thing	Mark Twain	"Do the right thing. It will gratify some people and astonish the rest.
"
individuals	individuals.html	3	quotes	999999	Down These Mean Streets	Raymond Chandler	"Down these mean streets a man must go who is not himself mean, who is neither tarnished nor afraid. If there were enough like him, I think the world would be a very safe place to live in, and yet not too dull to be worth living in.
"
individuals	individuals.html	3	quotes	999999	History is not some self-driving car	Edward Luce	"But I have grave doubts about history's long arc. History is not some self-driving car taking humanity to a pre-set destination. Whichever human is behind the wheel must ensure the others stay in the car. Telling some of the passengers they have no business in the driver's seat because they are clueless about the destination will sooner or later result in a crash. 'Take back control' was the chant of Brexiteers and Trump voters alike. It is the war cry of populist backlashes across the Western world. 
"
individuals	individuals.html	3	quotes	999999	The Inner Life of the Artist	Edward Hopper	"Great art is the outward expression of an inner life in the artist, and this inner life will result in his personal vision of the world.
"
individuals	individuals.html	3	quotes	999999	Labor is the Superior of Capital	Abraham Lincoln	"Labor is prior to, and independent of, capital. Capital is only the fruit of labor, and could never have existed if labor had not first existed. Labor is the superior of capital, and deserves much the higher consideration. 
"
individuals	individuals.html	3	quotes	999999	Life can be much broader	Steve Jobs	"When you grow up you tend to get told that the world is the way it is and your life is just to live your life inside the world. Try not to bash into the walls too much. Try to have a nice family, have fun, save a little money. 

That's a very limited life. Life can be much broader once you discover one simple fact: Everything around you that you call life was made up by people that were no smarter than you and you can change it, you can influence it, you can build your own things that other people can use."
individuals	individuals.html	3	quotes	999999	Little things seen largely	Otto Jespersen	"To anyone who finds that linguistic study is a worthless finicking with trifles, I would reply that life consists of little things; the important matter is to see them largely. 
"
individuals	individuals.html	3	quotes	999999	The Makers of Things	Barack Obama	"In reaffirming the greatness of our nation, we understand that greatness is never a given. It must be earned. Our journey has never been one of shortcuts or settling for less. It has not been the path for the faint-hearted -- for those who prefer leisure over work, or seek only the pleasures of riches and fame. Rather, it has been the risk-takers, the doers, the makers of things -- some celebrated but more often men and women obscure in their labor, who have carried us up the long, rugged path towards prosperity and freedom.
"
individuals	individuals.html	3	quotes	999999	Only Two Sources of Real Wealth	Dorothy L. Sayers	"We have had to learn the bitter lesson that in all the world there are only two sources of real wealth: the fruit of the earth and the labor of men; and to estimate work not by the money it brings to the producer, but by the worth of the thing that is made.
"
individuals	individuals.html	3	quotes	999999	An ordinary person, doing an ordinary job	Martin Luther King Jr.	"I don't want you to forget it. No matter where you are today, somebody helped you to get there. (Yes) It may have been an ordinary person, doing an ordinary job in an extraordinary way. Some few are able to get some education; you didn't get it by yourself. Don't forget those who helped you come over.
"
individuals	individuals.html	3	quotes	999999	Our privileges can be no greater than our obligations	John F. Kennedy	"But this Nation was not founded solely on the principle of citizens' rights. Equally important, though too often not discussed, is the citizen's responsibility. For our privileges can be no greater than our obligations. The protection of our rights can endure no longer than the performance of our responsibilities. Each can be neglected only at the peril of the other. I speak to you today, therefore, not of your rights as Americans, but of your responsibilities. They are many in number and different in nature. They do not rest with equal weight upon the shoulders of all. Equality of opportunity does not mean equality of responsibility. All Americans must be responsible citizens, but some must be more responsible than others, by virtue of their public or their private position, their role in the family or community, their prospects for the future, or their legacy from the past. 

Increased responsibility goes with increased ability, for ""of those to whom much is given, much is required."""
individuals	individuals.html	3	quotes	999999	People ask me to predict the future	Ray Bradbury	"People ask me to predict the future, when all I want to do is prevent it. Better yet, build it. Predicting the future is much too easy, anyway. You look at the people around you, the street you stand on, the visible air you breathe, and predict more of the same. To hell with more. I want better.
"
individuals	individuals.html	3	quotes	999999	People with Passion	Steve Jobs	"People with passion can change the world for the better. 
"
individuals	individuals.html	3	quotes	999999	The Philosophy of Jazz	Wynton Marsalis	"Jazz is the most flexible art form ever because it believes in the good taste of individuals. It believes in our ability to make reasonable choices. It takes a chance on our decision-making skills instead of legislating our freedom away with written restrictions and restrictive hierarchies. In jazz, the size of your heart and your ability to play determine your position in the band. The philosophy of jazz is rooted in the elevation and enrichment of people, plain ol' folks.
"
individuals	individuals.html	3	quotes	999999	Price of Success	Frank Lloyd Wright	"I know the price of success: dedication, hard work and an unremitting devotion to the things you want to see happen.
"
individuals	individuals.html	3	quotes	999999	Progress Depends on the Unreasonable Man	George Bernard Shaw	"The reasonable man adapts himself to the world: the unreasonable one persists in trying to adapt the world to himself. Therefore all progress depends on the unreasonable man.
"
individuals	individuals.html	3	quotes	999999	Small and Obscure Deeds	Albert Schweitzer	"Of all the will toward the ideal in mankind only a small part can manifest itself in public action. All the rest of this force must be content with small and obscure deeds. The sum of these, however, is a thousand times stronger than the acts of those who receive wide public recognition. The latter, compared to the former, are like the foam on the waves of a deep ocean.
"
individuals	individuals.html	3	quotes	999999	Ten thousand fools proclaim themselves	Martin Luther King Jr.	"Ten thousand fools proclaim themselves into obscurity, while one wise man forgets himself into immortality.
"
individuals	individuals.html	3	quotes	999999	Think globally, act locally	Disputed	"Think globally, act locally.
"
individuals	individuals.html	3	quotes	999999	True Character	E. O. Wilson	"True character arises from a deeper well than religion. It is the internalization of moral principles of a society, augmented by those tenets personally chosen by the individual, strong enough to endure through trials of solitude and adversity. The principles are fitted together into what we call integrity, literally the integrated self, wherein personal decisions feel good and true. Character is in turn the enduring source of virtue. It stands by itself and excites admiration in others. It is not obedience to authority, and while it is often consistent with and reinforced by religious belief, it is not piety.
"
individuals	individuals.html	3	quotes	999999	The Undisputed Sovereignty of the Human Being	Wynton Marsalis	"Jazz insists on the undisputed sovereignty of the human being. In this technological era we can easily be fooled into believing that sophisticated machines are more important than progressive humanity. That's why art is an important barometer of identity. The arts let us know who we are in all of our glory, reveal the best of who we are. All the political and financial might in the world is diminished when put to the service of an impoverished cultural agenda. We see it in our schools, in our homes, and in our world profile: rich and fat, lazy and morally corrupt, with wild, out-of-control young people. 

We all know that civilization requires a supreme effort. Our technology will become outmoded, but the technology of the human soul does not change."
individuals	individuals.html	3	quotes	999999	Vital and Significant Forms of Art	Raymond Chandler	"Nor is it any part of my thesis to maintain that it [the detective story] is a vital and significant form of art. There are no vital and significant forms of art; there is only art, and precious little of that. The growth of populations has in no way increased the amount; it has merely increased the adeptness with which substitutes can be produced and packaged.
"
individuals	individuals.html	3	quotes	999999	We All Derive From the Same Source	Henry Miller	"Every day we slaughter our finest impulses. That is why we get a heartache when we read those lines written by the hand of a master and recognize them as our own, as the tender shoots which we stifled because we lacked the faith to believe in our own powers, our own criterion of truth and beauty. Every man, when he gets quiet, when he becomes desperately honest with himself, is capable of uttering profound truths. We all derive from the same source. there is no mystery about the origin of things. We are all part of creation, all kings, all poets, all musicians; we have only to open up, only to discover what is already there.
"
individuals	individuals.html	3	quotes	999999	Wriggling	E. M. Forster	"Failure or success seem to have been allotted to men by their stars. But they retain the power of wriggling, of fighting with their star or against it, and in the whole universe the only really interesting movement is this wriggle.
"
integral	integral.html	3	quotes	999999	The Beautiful, the Good and the True	Ken Wilber	"If you are talking to me about your new car, you are the first person, I am the second person, and the car is the third person. These pronouns actually represent three perspectives that human beings can take when they talk about the world or attempt to know the world.... The fascinating part is that these three perspectives might actually give rise to art, morals, and science. Or the Beautiful, the Good, and the True: the Beauty that is in the eye (or the I) of the beholder; the Good or moral actions that can exist between you and me as a we; and the objective Truth about third-person objects (or its) that you and I might discover: hence, art (I), morals (we), and science (it).
"
integral	integral.html	3	quotes	999999	A book is a man's best friend	Groucho Marx	"Outside of a dog, a book is a man's best friend. 

Inside of a dog, it's too dark to read."
integral	integral.html	3	quotes	999999	Everybody Has Some Important Pieces of the Truth	Ken Wilber	"My work is an attempt to make room in the Kosmos for all of the dimensions, levels, domains, waves, memes, modes, individuals, cultures, and so on ad infinitum. I have one major rule: Everybody is right. More specifically, everybody -- including me -- has some important pieces of truth, and all of those pieces need to be honored, cherished, and included in a more gracious, spacious, and compassionate embrace.
"
integral	integral.html	3	quotes	999999	Everything had nuance	Celeste Ng	"In Pauline and Mal's house, nothing was simple. In her parents' house, things had been good or bad, right or wrong, useful or wasteful. There had been nothing in between. Here, she found, everything had nuance; everything had an unrevealed side or unexplored depths. Everything was worth looking at more closely. 
"
integral	integral.html	3	quotes	999999	An Integral God	Ken Wilber	"An archaic God sees divinity in any strong instinctual force. A magic God locates divine power in the human ego and its magical capacity to change the animistic world with rituals and spells. A mythic God is located not on this earth but in a heavenly paradise not of this world, entrance to which is gained by living according to the covenants and rules given by this God to his peoples. A mental God is a rational God, a demythologized Ground of Being that underlies all forms of existence. And an integral God is one that embraces all of the above.
"
integral	integral.html	3	quotes	999999	The Left Hand Dimension	Ken Wilber	"But the main point is that this Left Hand dimension refers to the inside, to the <em>interior depth</em> that is <em>consciousness</em> itself. 

Q: You said earlier that depth is consciousness, or what depth looked like from within. 

KW: Yes, exactly. The Left Hand is what the holon looks like from within; the Right Hand is what the same holon looks like from without. Interior and exterior. Consciousness and form. Subjective and objective."
integral	integral.html	3	quotes	999999	Mastery of Inner and Outer Worlds	Carl Jung	"Mastery of the inner world, with a relative contempt for the outer, must inevitably lead to great catastrophe. Mastery of the outer world, to the exclusion of the inner, delivers us over to the demonic forces of the latter, and keeps us barbaric despite all outward forms of culture.
"
integral	integral.html	3	quotes	999999	Only Connect	E. M. Forster	"Only connect! That was the whole of her sermon. Only connect the prose and the passion and both will be exalted, and human love will be seen at its height. Live in fragments no longer.
"
integral	integral.html	3	quotes	999999	The Rainbow Bridge	E. M. Forster	"Mature as he was, she might yet be able to help him to the building of the rainbow bridge that should connect the prose in us with the passion. Without it we are meaningless fragments, half monks, half beasts, unconnected arches that have never joined into a man. With it love is born, and alights on the highest curve, glowing against the gray, sober against the fire.
"
integral	integral.html	3	quotes	999999	Seeing the Bigger Picture from Multiple Angles	Jeff Bezos and Jason Fried	"He [Jeff Bezos] said people who were right a lot of the time <em>were people who often changed their minds</em>. He doesn't think consistency of thought is a particularly positive trait. It's perfectly healthy -- encouraged, even -- to have an idea tomorrow that contradicted your idea today. 

He's observed that the smartest people are constantly revising their understanding, reconsidering a problem they thought they'd already solved. They're open to new points of view, new information, new ideas, contradictions, and challenges to their own way of thinking. 

This doesn't mean you shouldn't have a well formed point of view, but it means you should consider your point of view as temporary. 

What trait signified someone who was <em>wrong</em> a lot of the time? Someone obsessed with details that only support one point of view. If someone can't climb out of the details, and see the bigger picture from multiple angles, they're often wrong most of the time."
integral	integral.html	3	quotes	999999	Technology married with the humanities	Steve Jobs	"Technology alone is not enough. It's technology married with the liberal arts, married with the humanities, that yields the results that makes our hearts sing. 

Nowhere is that more true than in these post-PC devices… that need to be even easier to use than a PC, that need to be even more intuitive than a PC; and where the software and the hardware and the applications need to intertwine in an even more seamless way than they do on a PC. 

We think we are on the right track with this. We think we have the right architecture not just in silicon but in the organization to build these kinds of products."
integral	integral.html	3	quotes	999999	We are idealists and we are realists	Alan Lightman	"We are idealists and we are realists. We are dreamers and we are builders. We are experiencers and we are experimenters. We long for certainties, yet we ourselves are full of the ambiguities of the Mona Lisa and the I Ching. We ourselves are a part of the yin-yang of the world.
"
liberty	liberty.html	3	quotes	999999	Between Stimulus and Response	Rollo May	"Freedom is the individual’s capacity to know that he is the determined one, to pause between stimulus and response and thus to throw his weight, however slight it may be, on the side of one particular response among several possible ones.

Indeed I would define mental health as the capacity to be aware of the gap between stimulus and response, together with the capacity to use this gap constructively."
liberty	liberty.html	3	quotes	999999	The Challenge of Swing	Wynton Marsalis	"Swing--the dance and the music--bespeaks the flexible nature of American life. In jazz, the bass walks a note on every beat. The drummer rides the cymbal or plays brushes on every beat. And everybody else invents melodies and sounds that sway with, against, and upside every beat. Every beat requires musicians to reassess their relationships to one another. This is what makes swinging so challenging. You are forced to be constantly aware of other people's feelings.
"
liberty	liberty.html	3	quotes	999999	Every Third American	H. L. Mencken	"We are, in fact, a nation of evangelists; every third American devotes himself to improving and lifting up his fellow citizens, usually by force; the messianic delusion is our national disease.
"
liberty	liberty.html	3	quotes	999999	The Extent of Freedom in All of its Dimensions	Anthony M. Kennedy	"The nature of injustice is that we may not always see it in our own times. The generations that wrote and ratified the Bill of Rights and the Fourteenth Amendment did not presume to know the extent of freedom in all of its dimensions, and so they entrusted to future generations a charter protecting the right of all persons to enjoy liberty as we learn its meaning.
"
liberty	liberty.html	3	quotes	999999	Freedom of Expression in Business	Tom Peters and Robert H. Waterman Jr.	"...note that this implicit recognition of the right-side traits by the excellent companies is directly at the expense of more traditional left-brain business practices: causes to fight for are a long way from thirty quarterly MBO objectives. The intimate team or small division ignores scale economies. Allowing freedom of expression by thousands of quality circles flies in the face of the 'one best way' of traditional production organization.
"
liberty	liberty.html	3	quotes	999999	Freedom of Judgment	Baruch Spinoza	"Since we have the rare good fortune to live in a commonwealth where the freedom of judgment is fully granted to the individual citizen and he may worship God as he pleases, and where nothing is esteemed dearer and more precious than freedom, I think I am undertaking no ungrateful or unprofitable task in demonstrating that not only can this freedom be granted without endangering piety and the peace of the commonwealth, but also the peace of the commonwealth and piety depend on this freedom.
"
liberty	liberty.html	3	quotes	999999	Ignorant and Free	Thomas Jefferson	"If a nation expects to be ignorant and free, in a state of civilization, it expects what never was and never will be. The functionaries of every government have propensities to command at will the liberty and property of their constituents. There is no safe deposit for these but with the people themselves; nor can they be safe with them without information. Where the press is free, and every man able to read, all is safe.
"
liberty	liberty.html	3	quotes	999999	Independence, freedom and opportunity for every member of society	Anu Partanen	"At the same time, the Nordic theory of love has become an overarching philosophy about how to structure a society. As such, it has inspired the broad variety of policy choices in the Nordic nations that together ensure a single, predominant goal: independence, freedom and opportunity for every member of society. 
"
liberty	liberty.html	3	quotes	999999	Inextricably Linked in Freedom	Wynton Marsalis	"The originators of jazz were only two generations removed from slavery. They were victims of rigorous forms of segregation that routinely and institutionally denied their humanity. So freedom was much more than a word to them. These pioneering musicians were exuberant about exhibiting this newfound personal freedom through their art. But they were also excited about hearing other people do the same thing. They understood that all were inextricably linked in freedom, just as they had been inextricably linked in bondage. And it wasn't theory; it was life as they lived it.
"
liberty	liberty.html	3	quotes	999999	Man must believe in an open future	Colin Wilson	"Man's freedom is a reality -- a reality that makes a difference to his physical, as well as his mental health. When Frankl's prisoners ceased to believe in the possibility of freedom, they grew sick and died. On the other hand, when they saw that Dachau had no chimney, standing out all night in the rain seemed no great hardship; they laughed and joked. The conclusion needs to be stated in letters ten feet high. In order to realise his possibilities, man must believe in an open future; he must have a vision of something worth doing. And this will not be possible until all the determinism and pessimism that we have inherited from the 19th century -- and which has infected every department of our culture, from poetry to atomic physics -- has been dismissed as fallacious and illogical. 
"
liberty	liberty.html	3	quotes	999999	Men Fear Thought	Bertrand Russell	"Men fear thought as they fear nothing else on earth -- more than ruin -- more even than death.... Thought is subversive and revolutionary, destructive and terrible, thought is merciless to privilege, established institutions, and comfortable habit. Thought looks into the pit of hell and is not afraid. Thought is great and swift and free, the light of the world, and the chief glory of man.
"
liberty	liberty.html	3	quotes	999999	Model II Decision-Making	Chris Argyris and Donald Schön	"Model II encourages the individual to maximize his uniqueness. If, in doing so, he should arrive at goals that differ from those developed by others, he will have done so under conditions of openness, trust and risk-taking. The individual would therefore feel free to discuss his differences openly with the group. Moreover, if the individual is in a subordinate power position, and if he feels he had adequate opportunity to dissuade the group and that the group publicly confronted and tested all differences, then the individual will probably be motivated to work toward the group goal but still be motivated to generate new information that may change the group's decision. This means that one can be externally committed to a decision and internally committed to the decision-making processes that produced the decision yet simultaneously monitor the consequences of the decision thoroughly to seek new, valid information to reconfront the decision without being considered disloyal. In the model-II world, conflicts do not disappear--indeed, the illusion of conflict disappearing is more typical of the model-I world, in which conflicts are settled by power plays based on sanctions, charisma or loyalty.
"
liberty	liberty.html	3	quotes	999999	Model II Values	Chris Argyris and Donald Schön	"Clearly, Model II touches on values that are central to social life and to the traditions of moral philosophy: freedom of choice, truth and testability, the nature of commitment, the possibilities for and limitations on openness in communication among individuals, the basis for trust and cooperation among human beings, the sources of long-term personal effectiveness.
"
liberty	liberty.html	3	quotes	999999	More than enough	William Blake	"You never know what is enough unless you know what is more than enough.
"
liberty	liberty.html	3	quotes	999999	The Most Precious Kind of Freedom	David Foster Wallace	"But there are all different kinds of freedom, and the kind that is most precious you will not hear much talked about in the great outside world of winning and achieving and displaying. The really important kind of freedom involves attention, and awareness, and discipline, and effort, and being able truly to care about other people and to sacrifice for them, over and over, in myriad petty little unsexy ways, every day. That is real freedom. The alternative is unconsciousness, the default setting, the ""rat race"" -- the constant gnawing sense of having had and lost some infinite thing.
"
liberty	liberty.html	3	quotes	999999	Our privileges can be no greater than our obligations	John F. Kennedy	"But this Nation was not founded solely on the principle of citizens' rights. Equally important, though too often not discussed, is the citizen's responsibility. For our privileges can be no greater than our obligations. The protection of our rights can endure no longer than the performance of our responsibilities. Each can be neglected only at the peril of the other. I speak to you today, therefore, not of your rights as Americans, but of your responsibilities. They are many in number and different in nature. They do not rest with equal weight upon the shoulders of all. Equality of opportunity does not mean equality of responsibility. All Americans must be responsible citizens, but some must be more responsible than others, by virtue of their public or their private position, their role in the family or community, their prospects for the future, or their legacy from the past. 

Increased responsibility goes with increased ability, for ""of those to whom much is given, much is required."""
liberty	liberty.html	3	quotes	999999	Peace with Justice	Dwight D. Eisenhower	"We look upon this shaken Earth, and we declare our firm and fixed purpose: the building of a peace with justice in a world where moral law prevails. The building of such a peace is a bold and solemn purpose. To proclaim it is easy. To serve it will be hard. And to attain it, we must be aware of its full meaning — and ready to pay its full price. We know clearly what we seek, and why. We seek peace, knowing that peace is the climate of freedom. And now, as in no other age, we seek it because we have been warned, by the power of modern weapons, that peace may be the only climate possible for human life itself. Yet this peace we seek cannot be born of fear alone: it must be rooted in the lives of nations. There must be justice, sensed and shared by all peoples, for, without justice the world can know only a tense and unstable truce. There must be law, steadily invoked and respected by all nations, for without law, the world promises only such meager justice as the pity of the strong upon the weak. But the law of which we speak, comprehending the values of freedom, affirms the equality of all nations, great and small. Splendid as can be the blessings of such a peace, high will be its cost: in toil patiently sustained, in help honorably given, in sacrifice calmly borne.
"
liberty	liberty.html	3	quotes	999999	The Philosophy of Jazz	Wynton Marsalis	"Jazz is the most flexible art form ever because it believes in the good taste of individuals. It believes in our ability to make reasonable choices. It takes a chance on our decision-making skills instead of legislating our freedom away with written restrictions and restrictive hierarchies. In jazz, the size of your heart and your ability to play determine your position in the band. The philosophy of jazz is rooted in the elevation and enrichment of people, plain ol' folks.
"
liberty	liberty.html	3	quotes	999999	Postel’s Law	Jon Postel	"Be conservative in what you do; be liberal in what you accept from others.
"
liberty	liberty.html	3	quotes	999999	Ten Commandments for Teachers	Bertrand Russell	"1. Do not feel absolutely certain of anything. 

2. Do not think it worth while to proceed by concealing evidence, for the evidence is sure to come to light. 

3. Never try to discourage thinking for you are sure to succeed. 

4. When you meet with opposition, even if it should be from your husband or your children, endeavour to overcome it by argument and not by authority, for a victory dependent upon authority is unreal and illusory. 

5. Have no respect for the authority of others, for there are always contrary authorities to be found. 

6. Do not use power to suppress opinions you think pernicious, for if you do the opinions will suppress you. 

7. Do not fear to be eccentric in opinion, for every opinion now accepted was once eccentric. 

8. Find more pleasure in intelligent dissent that in passive agreement, for, if you value intelligence as you should, the former implies a deeper agreement than the latter. 

9. Be scrupulously truthful, even if the truth is inconvenient, for it is more inconvenient when you try to conceal it. 

10. Do not feel envious of the happiness of those who live in a fool's paradise, for only a fool will think that it is happiness."
liberty	liberty.html	3	quotes	999999	We don't even own suits	Apple	"When an AT&amp;T rep suggested Jobs wear a suit to meet with AT&amp;T's CEO, the deputy replied, ""We're Apple. We don't wear suits. We don't even own suits.""
"
liberty	liberty.html	3	quotes	999999	The World is a Wonderfully Weird Place	Tom Robbins	"The world is a wonderfully weird place, consensual reality is significantly flawed, no institution can be trusted, certainty is a mirage, security a delusion, and the tyranny of the dull mind forever threatens -- but our lives are not as limited as we think they are, all things are possible, laughter is holier than piety, freedom is sweeter than fame, and in the end it's love and love alone that really matters.
"
love	love.html	3	quotes	999999	The cause which is blocking all progress	G. K. Chesterton	"The cause which is blocking all progress today is the subtle scepticism which whispers in a million ears that things are not good enough to be worth improving. If the world is good we are revolutionaries, if the world is evil we must be conservatives. These essays, futile as they are considered as serious literature, are yet ethically sincere, since they seek to remind men that things must be loved first and improved afterwards. 
"
love	love.html	3	quotes	999999	The difference between construction and creation	G. K. Chesterton	"The whole difference between construction and creation is exactly this: that a thing constructed can only be loved after it is constructed; but a thing created is loved before it exists, as the mother can love the unborn child. 
"
love	love.html	3	quotes	999999	A diminishing sense of shared humanity	Brené Brown	"In grounded theory, researchers try to understand what we call 'the main concern' of study participants. When it comes to belonging, I asked: What are people trying to achieve? What are they worried about?

The answer was surprisingly complex. They want to be a part of something -- to experience real connection with others -- but not at the cost of their authenticity, freedom, or power. Participants further reported feeling surrounded by 'us versus them' cultures that create feelings of spiritual disconnection. When I dug deeper into what they meant by 'spiritually disconnected,' the research participants described a diminishing sense of shared humanity. Over and over, participants talked about their concern that the only thing that binds us together now is shared fear and disdain, not common humanity, shared trust, respect or love."
love	love.html	3	quotes	999999	The Four-Fold Way	Angeles Arrien	"The following four principles, each based on an archetype, comprise what I call the Four-Fold Way: 

1. <em>Show up, or choose to be present.</em> Being present allows us to access the human resources of power, presence, and communication. This is the way of the Warrior. 

2. <em>Pay attention to what has heart and meaning.</em> Paying attention opens us to the human resources of love, gratitude, acknowledgment, and validation. This is the way of the Healer. 

3. <em>Tell the truth without blame or judgment.</em> Nonjudgmental truthfulness maintains our authenticity, and develops our inner vision and intuition. This is the way of the Visionary. 

4. <em>Be open to outcome, not attached to outcome.</em> Openness and nonattachment help us to recover the human resources of wisdom and objectivity. This is the way of the Teacher."
love	love.html	3	quotes	999999	The fundamental goodness of human nature	Thomas Keating	"The fundamental goodness of human nature, like the mystery of the Trinity, Grace, and the Incarnation, is an essential element of Christian faith. This basic core of goodness is capable of unlimited development; indeed, becoming transformed into Christ and deified. 

Our basic core of goodness is our true Self. Its center of gravity is God. The acceptance of our basic goodness is a quantum leap in the spiritual journey.

God and our true Self are not separate. Though we are not God, God and our true Self are the same thing...

The disintegrating and dying of our false self is our participation in the passion and death of Jesus. The building of our new self, based on the transforming power of divine love, is our participation in His risen life."
love	love.html	3	quotes	999999	A Hundred Species of Love	Richard Powers	"She takes his shaking hand in the dark. It feels good, like a root must feel when it finds, after centuries, another root to pleach to underground. There are a hundred species of love, separately invented, each more ingenious than the last, and every one of them keeps making things. 
"
love	love.html	3	quotes	999999	Integrity and Conviction	Wynton Marsalis	"The best jazz had always been the embodiment of integrity and conviction. Because the musicians' skills and competence were so hard-earned, it was difficult to get them to compromise. Once jazzmen began making the decision to water down their artistry for notoriety, publicity, or money, our art began to face the same challenges that our government and many businesses face: dearth of leadership, lack of quality, loss of meaning, insensitivity to people--ultimately a wholesale loss of faith: 'Well, what is jazz, anyway?''What difference does it make what I play?'
"
love	love.html	3	quotes	999999	It's sports and it's all love	Moritz Wagner	"At the end of the day, it's sports, and it's all love. I feel for both sides. 

-- Commenting on stopping on the court after a game to console Devin Davis, an opponent who was sobbing on the court, despondent over missing two crucual free throws."
