Date Added	Folder	Title	Content
2017-03-18 09:20:32 -0700	Quotes	A bicycle for our minds	<p>I read a study that measured the efficiency of locomotion for various species on the planet. The condor used the least energy to move a kilometer. Humans came in with a rather unimpressive showing about a third of the way down the list. It was not too proud of a showing for the Crown of Creation. That didn&#8217;t look so good, but then someone at Scientific American had the insight to test the efficiency of locomotion for a man on a bicycle and a human on a bicycle blew the condor away. That&#8217;s what a computer is to me: the computer is the most remarkable tool that we&#8217;ve ever come up with. It&#8217;s the equivalent of a bicycle for our minds. </p>
2015-10-16 04:39:08 -0700	Quotes	Life can be much broader	"<p>When you grow up you tend to get told that the world is the way it is and your life is just to live your life inside the world. Try not to bash into the walls too much. Try to have a nice family, have fun, save a little money. </p>

<p>That&#8217;s a very limited life. Life can be much broader once you discover one simple fact: Everything around you that you call life was made up by people that were no smarter than you and you can change it, you can influence it, you can build your own things that other people can use. </p>"
2018-11-12 13:09:59 -0800	Quotes	Selling sugared water	<p>Do you want to spend the rest of your life selling sugared water, or do you want a chance to change the world? </p>
2016-02-21 07:42:13 -0800	Quotes	People with Passion	<p>People with passion can change the world for the better. </p>
2018-11-22 11:37:59 -0800	Quotes	This strange hankering for play and surprise	<p>That exploratory, expansive drive is what separates delight from demand: when we are in play mode, we are open to new surprises, while our base appetites focus the mind on the urgent needs of staying alive. Understanding that distinction is critical to understanding why play &#8211; despite its seemingly frivolous veneer &#8211; has led to so many important discoveries and innovations. The question of why the <em>Home sapiens</em> brain possesses this strange hankering for play and surprise is a fascinating one&#8230;. </p>
2020-05-21 10:09:31 -0700	Quotes	Crosscutting Alliances	<p>Where a society&#8217;s political divisions are crosscutting, we line up on different sides of issues with different people at different times. We may disagree with our neighbors on abortion but agree with them on health care; we may dislike another neighbor&#8217;s views on immigration but agree with them on the need to raise the minimum wage. Such alliances help us build and sustain norms of mutual toleration. When we agree with our political rivals at least some of the time, we are less likely to view them as mortal enemies. </p>
2020-05-21 10:09:31 -0700	Quotes	Unwritten Democratic Norms	<p>Democracies work best &#8211; and survive longer &#8211; where constitutions are reinforced by unwritten democratic norms. Two basic norms have preserved America&#8217;s checks and balances in ways we have come to take for granted: mutual toleration, or the understanding that competing parties accept one another as legitimate rivals, and forbearance, or the idea that politicians should exercise restraint in deploying their institutional prerogatives. These two norms undergirded American democracy for most of the twentieth century. Leaders of the two major parties accepted one another as legitimate and resisted the temptation to use their temporary control of institutions to maximum partisan advantage. Norms of toleration and restraint served as the soft guardrails of American democracy, helping it avoid the kind of partisan fight to the death that has destroyed democracies elsewhere in the world, including Europe in the 1930s and South America in the 1960s and 1970s. </p>
2018-10-26 10:48:17 -0700	Quotes	The historical trajectory of violence	<p>The historical trajectory of violence affects not only how life is lived but how it is understood. What could be more fundamental to our sense of meaning and purpose than a conception of whether the strivings of the human race over long stretches of time have left us better or worse off? How, in particular, are we to make sense of <em>modernity</em> &#8211; of the erosion of family, tribe, tradition, and religion by the forces of individualism, cosmopolitanism, reason and science? So much depends on how we understand the legacy of this transition: whether we see our world as a nightmare of crime, terrorism, genocide, and war, or as a period that, by the standards of history, is blessed by unprecedented levels of peaceful coexistence. </p>
2006-11-30 14:29:32 -0800	Quotes	The Change Dilemma	<p>Our dilemma is that we hate change and love it at the same time; what we really want is for things to remain the same but get better. </p>
2021-09-24 10:04:29 -0700	Quotes	Learn why the world wags and what wags it	<p>You may grow old and trembling in your anatomies, you may lie awake at night listening to the disorders of your veins, you may miss your only love, you may see the world about you devastated by evil lunatics, or know your honour trampled in the sewers of baser minds. There is only one thing for it then &#8211; to learn. Learn why the world wags and what wags it. That is the only thing which the mind can never exhaust, never alienate, never be tortured by, never fear or distrust, and never dream of regretting. </p>
2014-07-20 07:26:46 -0700	Quotes	The Web of Life	<p>Humankind has not woven the web of life. We are but one thread within it. Whatever we do to the web, we do to ourselves. All things are bound together. All things connect. </p>
2006-11-30 14:29:32 -0800	Quotes	Those Sharp, Scratchy, Harsh, Almost Unpleasant Guys	<p>I never hesitated to promote someone I didn&#8217;t like. The comfortable assistant, the nice guy you like to go on fishing trips with, is a great pitfall. Instead I looked for those sharp, scratchy, harsh, almost unpleasant guys who see and tell you about things as they really are. If you can get enough of them around you and have patience enough to hear them out, there is no limit to where you can go. </p>
2020-10-25 09:40:11 -0700	Quotes	Institutions must advance and keep pace with the times	<p>I am certainly not an advocate for frequent and untried changes in laws and constitutions, but … laws and institutions must go hand in hand with the progress of the human mind. As that becomes more developed, more enlightened, as new discoveries are made, new truths disclosed, and manners and opinions change with the change of circumstances, institutions must advance also, and keep pace with the times. We might as well require a man to wear still the coat which fitted him when a boy, as civilized society to remain ever under the regimen of their barbarous ancestors. </p>
2015-12-01 05:36:20 -0800	Quotes	Ignorant and Free	<p>If a nation expects to be ignorant and free, in a state of civilization, it expects what never was and never will be. The functionaries of every government have propensities to command at will the liberty and property of their constituents. There is no safe deposit for these but with the people themselves; nor can they be safe with them without information. Where the press is free, and every man able to read, all is safe. </p>
2007-09-08 10:00:27 -0700	Quotes	Unintelligible Propositions	<p>Ridicule is the only weapon which can be used against unintelligible propositions. Ideas must be distinct before reason can act upon them&#8230;. </p>
2021-12-23 07:59:07 -0800	Quotes	The fundamental goodness of human nature	"<p>The fundamental goodness of human nature, like the mystery of the Trinity, Grace, and the Incarnation, is an essential element of Christian faith. This basic core of goodness is capable of unlimited development; indeed, becoming transformed into Christ and deified. </p>

<p>Our basic core of goodness is our true Self. Its center of gravity is God. The acceptance of our basic goodness is a quantum leap in the spiritual journey. </p>

<p>God and our true Self are not separate. Though we are not God, God and our true Self are the same thing&#8230; </p>

<p>The disintegrating and dying of our false self is our participation in the passion and death of Jesus. The building of our new self, based on the transforming power of divine love, is our participation in His risen life. </p>"
2016-11-25 19:35:31 -0800	Quotes	A Progressive Annual Tax on Capital	<p>The right solution is a progressive annual tax on capital. This will make it possible to avoid an endless inegalitarian spiral while preserving competition and incentives for new instances of primitive accumulation&#8230;. This would contain the unlimited growth of global inequality of wealth, which is currently increasing at a rate that cannot be sustained in the long run and that ought to worry even the most fervent champions of the self-regulated market. Historical experience shows, moreover, that such immense inequalities of wealth have little to do with the entrepreneurial spirit and are of no use in promoting growth. Nor are they of any &#8216;common utility,&#8217; to borrow the nice expression from the 1789 Declaration of the Rights of Man and the Citizen with which I began this book. </p>
2018-06-21 11:29:55 -0700	Quotes	Generosity is the robust strategy	<p>It is deeply unfortunate how difficult it is for humans to practice foresight. In his wise and insightful book, <em>The Wealth of Humans</em>, senior editor for the <em>Economist</em> Ryan Avent traces the lessons that we could and should take from the centuries of economic and political struggle that led from the innovations of the industrial revolution to the successful economies of the second half of the twentieth century. Prosperity came when the fruits of productivity were widely shared; enmity, political turmoil, and even outright warfare were the harvest of rampant inequality. It is obvious that generosity is the robust strategy. </p>
2018-04-24 08:33:37 -0700	Quotes	Governance is essential	<p>The simple maps of idealized markets leave out many real-world details that must be dealt with in order for the market to actually function properly. Governance is essential. </p>
2018-04-16 11:14:20 -0700	Quotes	In the thrall of a vast, world-spanning machine	<p>We are already in the thrall of a vast, world-spanning machine that, due to errors in its foundational programming, has developed a disdain for human beings, is working to make them irrelevant, and resists all attempts to bring it back under control. It is not yet intelligent or autonomous, and it still depends on its partnership with humans, but it grows more powerful and more independent every day. We are engaged in a battle for the soul of this machine, and we are losing. </p>
2018-04-24 08:38:11 -0700	Quotes	Worshipping the divine right of capital	<p>Future economic historians may look back wryly at this period when we worshipped the divine right of capital while looking down on our ancestors who believed in the divine right of kings. </p>
2006-11-30 14:29:32 -0800	Quotes	Belief in Impossible Things	<p>There is probably no job on earth for which an ability to believe six impossible things before breakfast is more of a requirement than software project management. We are routinely expected to work ourselves into a state of believing in a deadline, a budget, or a performance factor that time subsequently may prove to be impossible. </p>
2006-11-30 14:29:32 -0800	Quotes	Freedom of Expression in Business	<p>&#8230;note that this implicit recognition of the right-side traits by the excellent companies is directly at the expense of more traditional left-brain business practices: causes to fight for are a long way from thirty quarterly MBO objectives. The intimate team or small division ignores scale economies. Allowing freedom of expression by thousands of quality circles flies in the face of the &#8216;one best way&#8217; of traditional production organization. </p>
2007-05-26 21:32:40 -0700	Quotes	The World is a Wonderfully Weird Place	<p>The world is a wonderfully weird place, consensual reality is significantly flawed, no institution can be trusted, certainty is a mirage, security a delusion, and the tyranny of the dull mind forever threatens &#8211; but our lives are not as limited as we think they are, all things are possible, laughter is holier than piety, freedom is sweeter than fame, and in the end it&#8217;s love and love alone that really matters. </p>
2016-10-23 14:48:01 -0700	Quotes	That Magical Honeycomb of Words	<p>&#8230;language, that magical honeycomb of words into which human reality is forever dissolving and from which it continually reemerges, having invented itself anew. The adjective in the lotus. The jewel in the inkwell. A blue dolphin leaping from a sink of dirty dishes. </p>
2011-08-01 12:42:03 -0700	Quotes	ESPN president meets Steve Jobs	<p>The story goes that ESPN president George Bodenheimer attended the first Disney board meeting in Orlando, Florida, just after the company had bought Pixar, the innovative animation factory, and spotted Apple CEO Steve Jobs in a hallway. It seemed like a good time to introduce himself. &#8220;I am George Bodenheimer,&#8221; he said to Jobs. &#8220;I run ESPN.&#8221; Jobs just looked at him and said nothing other than &#8220;Your phone is the dumbest fucking idea I have ever heard,&#8221; then turned and walked away. </p>
2013-04-01 04:52:55 -0700	Quotes	Monkeys with money and guns	"<p>We are buried beneath the weight of information, which is being confused with knowledge; quantity is being confused with abundance and wealth with happiness. </p>

<p>We are monkeys with money and guns. </p>"
2018-07-07 10:03:19 -0700	Quotes	The Half-Finished Heaven	"<p>Despondency breaks off its course.  <br />
Anguish breaks off its course.  <br />
The vulture breaks off its flight. </p>

<p>The eager light streams out,  <br />
even the ghosts take a draught. </p>

<p>And our paintings see daylight,  <br />
our red beasts of the ice-age studios. </p>

<p>Everything begins to look around.  <br />
We walk in the sun in hundreds. </p>

<p>Each man is a half-open door  <br />
leading to a room for everyone. </p>

<p>The endless ground under us. </p>

<p>The water is shining among the trees. </p>

<p>The lake is a window into the earth. </p>"
2020-06-11 17:27:54 -0700	Quotes	Fruitful tension	<p>The world around you is in flux? You’re anxious to control your destiny but yearn for the aid, comforts, and genuine recognition of a community? You wonder at the marvels of modern science but tremble at its implications of a world without God, or indeed any moral character or ideal purpose? James and Dewey sought to reconcile &#8211; or rather, hold in fruitful tension &#8211; the notions of unity and pluralism, change and continuity, free will and determinism, science and religion, self and society, real and ideal, and to show other people how their lives would be better if they learned to do the same. </p>
2016-11-20 11:23:35 -0800	Quotes	When his salary depends on his not understanding it	<p>It is difficult to get a man to understand something, when his salary depends on his not understanding it. </p>
2017-04-21 08:53:54 -0700	Quotes	Imagination is not a means of making money	"<p>In America the imagination is generally looked on as something that might be useful when the TV is out of order. Poetry and plays have no relation to practical politics. Novels are for students, housewives, and other people who don&#8217;t work. Fantasy is for children and primitive peoples. Literacy is so you can read the operating instructions. I think the imagination is the single most useful tool mankind possesses. It beats the opposable thumb. I can imagine living without my thumbs, but not without my imagination. </p>

<p>I hear voices agreeing with me. &#8220;Yes, yes!&#8221; they cry. &#8220;The creative imagination is a tremendous plus in business! We value creativity, we reward it!&#8221; In the marketplace, the word creativity has come to mean the generation of ideas applicable to practical strategies to make larger profits. This reduction has gone on so long that the word creative can hardly be degraded further. I don&#8217;t use it any more, yielding it to capitalists and academics to abuse as they like. But they can&#8217;t have imagination. </p>

<p>Imagination is not a means of making money. It has no place in the vocabulary of profit-making. It is not a weapon, though all weapons originate from it, and their use, or non-use, depends on it, as with all tools and their uses. The imagination is an essential tool of the mind, a fundamental way of thinking, an indispensable means of becoming and remaining human. </p>"
2018-11-13 15:40:18 -0800	Quotes	Each man is questioned by life	<p>Ultimately, man should not ask what the meaning of his life is, but rather must recognize that it is he who is asked. In a word, each man is questioned by life; and he can only answer to life by answering for his own life; to life he can only respond by being responsible. </p>
2018-11-13 15:36:51 -0800	Quotes	Love is the ultimate and the highest goal	<p>A thought transfixed me: for the first time in my life I saw the truth as it is set into song by so many poets, proclaimed as the final wisdom by so many thinkers. The truth &#8211; that love is the ultimate and the highest goal to which man can aspire. Then I grasped the meaning of the greatest secret that human poetry and human thought and belief have to impart: The salvation of man is through love and in love. </p>
2020-08-11 08:20:15 -0700	Quotes	Culture can be either mutualistic or predatory	<p>Culture can be either mutualistic or predatory &#8211; that&#8217;s our choice as a society. We can choose to create societies that prioritize what we consider good. </p>
2020-08-11 08:20:15 -0700	Quotes	We have the capacity to envision a better future and make it a reality	<p>Many people interpret the invisible hand concept as saying, we should just take our hands off the steering wheel like there’s nothing we should do.  I don’t agree with that.  Humans aren’t designed to accept the world as is, so to just say “whatever” is denying what makes us thrive as a species.  More than any other creature on Earth, we have the capacity to envision a better future and make it a reality.  We are askers of the question, “What kind of world do we want?” And perhaps even more importantly, we can ask the follow-up question, “How do we build that?” </p>
2018-09-14 10:03:59 -0700	Quotes	Confusion leads to understanding	<p>I’m trying to confuse peoples’ initial perceptions. Confusion leads to exploration, exploration to learning, and learning to understanding. </p>
2021-03-29 15:54:45 -0700	Quotes	The only sensible procedure for a critic	<p>The only sensible procedure for a critic is to keep silent about works which he believes to be bad, while at the same time vigorously campaigning for those which he believes to be good, especially if they are being neglected or underestimated by the public. </p>
2020-08-09 14:26:55 -0700	Quotes	The American cult of the individual	<p>The American cult of the individual denies not just community but the very idea of society. No one owes anything to anyone. All must be prepared to fight for everything: education, shelter, food, medical care. </p>
2022-01-05 19:36:05 -0800	Quotes	We make money to make more movies	<p>We don’t make movies to make money, we make money to make more movies. </p>
2018-11-15 16:24:42 -0800	Quotes	The divine literatus	<p>View&#8217;d, to-day, from a point of view sufficiently over-arching, the problem of humanity all over the civilized world is social and religious, and is to be finally met and treated by literature. The priest departs, the divine literatus comes. Never was anything more wanted than, to-day, and here in the States, the poet of the modern is wanted, or the great literatus of the modern. </p>
2018-11-15 16:24:42 -0800	Quotes	Set off from the rest by a line drawn	<p>Of all dangers to a nation, as things exist in our day, there can be no greater one than having certain portions of the people set off from the rest by a line drawn &#8211; they not privileged as others, but degraded, humiliated, made of no account. </p>
2010-08-21 12:50:18 -0700	Quotes	The Loftiest and Purest Art	<p>Talk not so much, then, young artist, of the great old masters, who but painted and chisell&#8217;d. Study not only their productions. There is a still higher school for him who would kindle his fire with coal from the altar of the loftiest and purest art. It is the school of all grand actions and grand virtues, of heroism, of the death of patriots and martyrs &#8211; of all the mighty deeds written in the pages of history &#8211; deeds of daring, and enthusiasm, devotion, and fortitude. </p>
2017-02-26 13:01:51 -0800	Quotes	This faith in consciousness	<p>We are ambivalent, combative, stubborn, wildly changeable beings that have the natural schizophrenic facility to love and hate at the same time. We respond, with Pavlovian predictability, to invisible forces such as the economic infrastructure, ever-changing technology, and unconscious instincts, all the while believing that we are fully conscious beings making decisions based on logic arisen from observations informed by eternal truths. This faith in consciousness is, in the mildest language possible, misplaced. </p>
2017-02-26 13:10:02 -0800	Quotes	Thralls to group instincts	<p>Maybe bees and ants don&#8217;t mind being thralls to group instincts but people, I feel, do. And so the question that human beings must ask is, &#8220;How do I live my own life and survive, even prosper, while sharing the load of the greater culture?&#8221; </p>
2017-02-26 12:38:51 -0800	Quotes	A world that is tolerable	<p>We have to stop and pull back, look at ourselves and each other and wonder if there is a way that each and every one of us (or at least the vast majority of us) can agree on the elements that make a world that is tolerable: a world with enough food and warmth and pleasant distractions; a world where love and belief are okay, even primary. </p>
2018-06-21 11:01:46 -0700	Quotes	Walter Reuther and the Ford Robots	<p>Walter Reuther, the pioneer UAW organizer, told the story of a conversation with a Ford executive who was showing Reuther his new factory robots. &#8220;How are you going to collect union dues from all these machines?&#8221; he asked. Reuther said he replied, &#8220;You know, that is not what&#8217;s bothering me. I&#8217;m troubled by the problem of how to sell automobiles to them.&#8221; </p>
2018-12-04 12:15:43 -0800	Quotes	It's the rich class that's winning	<p>There&#8217;s class warfare, all right, but it&#8217;s my class, the rich class, that&#8217;s making war, and we&#8217;re winning. </p>
2019-08-30 15:31:29 -0700	Quotes	More than enough	<p>You never know what is enough unless you know what is more than enough. </p>
2007-02-28 05:28:16 -0800	Quotes	To see a world in a grain of sand	<p>To see a world in a grain of sand And heaven in a wild flower Hold infinity in the palm of your hand And eternity in an hour. </p>
2007-02-28 05:26:45 -0800	Quotes	Art, Science and Empire	<p>The foundation of empire is art and science. Remove them or degrade them, and the empire is no more. Empire follows art and not vice versa as Englishmen suppose. </p>
2007-02-28 05:24:29 -0800	Quotes	Expectations of holiness	<p>It is not because angels are holier than men or devils that makes them angels, but because they do not expect holiness from one another, but from God only. </p>
2007-02-28 05:22:20 -0800	Quotes	Minute Particulars	<p>He who would do good to another must do it in Minute Particulars: general Good is the plea of the scoundrel, hypocrite, and flatterer, for Art and Science cannot exist but in minutely organized Particulars. </p>
2006-11-30 14:29:32 -0800	Quotes	Nirvana Antipattern	<p>The typical, and primary, root cause of [the Nirvana] AntiPattern is the misguided notion that conflict is bad, and therefore should be avoided at all costs. In reality, conflict in the form of tension &#8230; is a necessary part of any difficult task that involves intelligent people who care about their work. </p>
2010-01-22 15:22:21 -0800	Quotes	Two ideas of government	<p>There are two ideas of government. There are those who believe that you just legislate to make the well-to-do prosperous, that their prosperity will leak through on those below. The Democratic idea has been that if you legislate to make the masses prosperous, their prosperity will find its way up and through every class that rests upon it. </p>
2006-11-30 14:29:32 -0800	Quotes	Democracy is Worst Form of Government	<p>Democracy is the worst form of government, except for all those others that have been tried. </p>
2012-06-10 06:47:13 -0700	Quotes	Liberalism is not Socialism	<p>Liberalism is not Socialism, and never will be. There is a great gulf fixed. It is not a gulf of method, it is a gulf of principle. … Socialism seeks to pull down wealth. Liberalism seeks to raise up poverty. Socialism would destroy private interests; Liberalism would preserve private interests in the only way in which they can be safely and justly preserved, namely by reconciling them with public right. Socialism would kill enterprise; Liberalism would rescue enterprise from the trammels of privilege and preference … Socialism exalts the rule; Liberalism exalts the man. Socialism attacks capital; Liberalism attacks monopoly. </p>
2011-03-09 06:38:19 -0800	Quotes	We are Doing our Best	<p>It&#8217;s no use saying, &#8216;We are doing our best.&#8217; You have got to succeed in doing what is necessary. </p>
2008-10-07 18:07:48 -0700	Quotes	Balance is Required to Maintain Democracy	<p>Our current lack of respect for the swing can be likened to the current state of our democracy. Balance is required to maintain something as delicate as democracy, a subtle understanding of how your power can be magnified through joining with and sharing the power of another person. When that is no longer understood, it becomes a battle to see who is the strongest, who is the loudest, who can get the most attention. </p>
2008-10-07 18:07:48 -0700	Quotes	The Challenge of Swing	<p>Swing&#8211;the dance and the music&#8211;bespeaks the flexible nature of American life. In jazz, the bass walks a note on every beat. The drummer rides the cymbal or plays brushes on every beat. And everybody else invents melodies and sounds that sway with, against, and upside every beat. Every beat requires musicians to reassess their relationships to one another. This is what makes swinging so challenging. You are forced to be constantly aware of other people&#8217;s feelings. </p>
2008-10-20 13:28:13 -0700	Quotes	Inextricably Linked in Freedom	<p>The originators of jazz were only two generations removed from slavery. They were victims of rigorous forms of segregation that routinely and institutionally denied their humanity. So freedom was much more than a word to them. These pioneering musicians were exuberant about exhibiting this newfound personal freedom through their art. But they were also excited about hearing other people do the same thing. They understood that all were inextricably linked in freedom, just as they had been inextricably linked in bondage. And it wasn&#8217;t theory; it was life as they lived it. </p>
2008-10-20 14:01:54 -0700	Quotes	Integrity and Conviction	<p>The best jazz had always been the embodiment of integrity and conviction. Because the musicians&#8217; skills and competence were so hard-earned, it was difficult to get them to compromise. Once jazzmen began making the decision to water down their artistry for notoriety, publicity, or money, our art began to face the same challenges that our government and many businesses face: dearth of leadership, lack of quality, loss of meaning, insensitivity to people&#8211;ultimately a wholesale loss of faith: &#8216;Well, what is jazz, anyway?&#8217;&#8216;What difference does it make what I play?&#8217; </p>
2010-10-23 11:28:26 -0700	Quotes	The Love of What We are Doing	<p>It&#8217;s a labor of love for all of us. It&#8217;s not contrived or fake and it&#8217;s not about money (it&#8217;s too much work to be about money). It&#8217;s about the love of what we are doing. That&#8217;s the center of what it is about, and that&#8217;s the center of what anything of great human value is always about. It&#8217;s about that love that you have for humanity in our commonality. And to experience all of the things that are in this music like heartbreak and joy and many other things &#8211; a certain type of striving and struggle &#8211; it&#8217;s a part of the life we all live together. </p>
2008-10-20 13:51:42 -0700	Quotes	The Philosophy of Jazz	<p>Jazz is the most flexible art form ever because it believes in the good taste of individuals. It believes in our ability to make reasonable choices. It takes a chance on our decision-making skills instead of legislating our freedom away with written restrictions and restrictive hierarchies. In jazz, the size of your heart and your ability to play determine your position in the band. The philosophy of jazz is rooted in the elevation and enrichment of people, plain ol&#8217; folks. </p>
2008-10-07 18:07:48 -0700	Quotes	The Power of Art	<p>When I started learning about jazz, I wasn&#8217;t into any kind of art. I had no idea it could have a practical purpose. Now, more than thirty years later, I testify to the power of art, and more specifically jazz, to improve your life&#8211;and keep on improving it. </p>
2008-10-20 13:39:30 -0700	Quotes	The Undisputed Sovereignty of the Human Being	"<p>Jazz insists on the undisputed sovereignty of the human being. In this technological era we can easily be fooled into believing that sophisticated machines are more important than progressive humanity. That&#8217;s why art is an important barometer of identity. The arts let us know who we are in all of our glory, reveal the best of who we are. All the political and financial might in the world is diminished when put to the service of an impoverished cultural agenda. We see it in our schools, in our homes, and in our world profile: rich and fat, lazy and morally corrupt, with wild, out-of-control young people. </p>

<p>We all know that civilization requires a supreme effort. Our technology will become outmoded, but the technology of the human soul does not change. </p>"
2018-12-28 11:18:17 -0800	Quotes	Capitalism as a Market Society	<p>Readers may be surprised by the absence of any mention of &#8216;capital&#8217; or &#8216;capitalism&#8217; in the book. I chose to leave out such words not because there is anything wrong with them but because, loaded as they are with heavy baggage, they get in the way of illuminating the essence of things. So, instead of speaking about capitalism, I use the term &#8216;market society.&#8217; Instead of &#8216;capital,&#8217; you will find more normal words like &#8216;machinery&#8217; and &#8216;produced means of production.&#8217; Why use jargon if we can avoid it? </p>
2018-12-28 12:05:34 -0800	Quotes	The economy is too important to leave to the economists	<p>This book grew out of my Greek publisher&#8217;s invitation, back in 2013, to talk directly to young people about the economy. My reason for writing it was the conviction that the economy is too important to leave to the economists. </p>
2018-06-21 11:15:21 -0700	Quotes	The Opposite of Popularizing Economics	<p>This is why this book is my attempt to do the opposite of popularizing economics: if it succeeds, it should incite its readers to take the economy into their own hands and make them realize that to understand the economy they also have to understand why the self-appointed experts on the economy, the economists, are almost always wrong. Ensuring that everyone is allowed to talk authoritatively about the economy is a prerequisite for a good society and a precondition for an authentic democracy. The economy&#8217;s ups and downs determine our lives; its forces make a mockery of our democracies; its tentacles reach deep into our souls, where they shape our hopes and aspirations. If we defer to the experts on the economy, we effectively hand them <em>all</em> decisions that matter. </p>
2018-10-02 13:07:24 -0700	Quotes	Seeking ways to disagree with myself	<p>It has allowed me to return to a long-lost self who once wrote in peace and quiet &#8230; doing what I have always loved: finding ways to disagree with myself in order to discover what my true thoughts are. </p>
2018-10-26 10:28:03 -0700	Quotes	Economic growth will not save the global ecosystem	<p>Liberalism traditionally relied on economic growth to magically solve difficult social and political conflicts. Liberalism reconciled the proletariat with the bourgeoisie, the faithful with atheists, natives with immigrants, and Europeans with Asians by promising everybody a larger slice of the pie. With a constantly growing pie, that was possible. However, economic growth will not save the global ecosystem; just the opposite, in fact, for economic growth is the cause of the ecological crisis. And economic growth will not solve technological disruption, for it is predicated on the invention of more and more disruptive technologies. </p>
2018-10-26 10:42:28 -0700	Quotes	If the future of humanity is decided in your absence...	<p>In a world deluged by irrelevant information, clarity is power. In theory, anybody can join the debate about the future of humanity, but it is so hard to maintain a clear vision. We might not even notice that a debate is going on, or what the key questions are. Most of us can&#8217;t afford the luxury of investigating, because we have more pressing things to do: we have to go to work, take care of the kids, or look after elderly parents. Unfortunately, history does not give discounts. If the future of humanity is decided in your absence, because you are too busy feeding and clothing your kids, you and they will not be exempt from the consequences. This is unfair: but who said history was fair? </p>
2018-11-12 14:35:22 -0800	Quotes	People are happy to give away their most valuable asset	<p>At present, people are happy to give away their most valuable asset &#8211; their personal data &#8211; in exchange for free email services and funny cat videos. It&#8217;s a bit like African and Native American tribes who unwittingly sold entire countries to European imperialists in exchange for colorful beads and cheap trinkets. </p>
2018-11-12 14:42:14 -0800	Quotes	Regulating the ownership of data	<p>So we had better call upon our lawyers, politicians, philosophers, and even poets to turn their attention to this conundrum: how do you regulate the ownership of data? This may well be the most important political question of our era. If we cannot answer this question soon, our sociopolitical system might collapse. </p>
2018-10-26 10:36:46 -0700	Quotes	Struggling against irrelevance	<p>Brexit and the rise of Trump might therefore demonstrate a trajectory opposite to that of traditional socialist revolutions. The Russian, Chinese and Cuban revolutions were made by people who were vital to the economy but who lacked political power; in 2016, Trump and Brexit were supported by many people who still enjoyed political power but who feared they were losing their economic worth. Perhaps in the twenty-first century populist revolts will be staged not against an economic elite that exploits people but against an economic elite that does not need them anymore. This may well be a losing battle. It is much harder to struggle against irrelevance than against exploitation. </p>
2017-11-06 12:02:36 -0800	Quotes	The brightest goat in the herd	<p>As any farmer knows, it&#8217;s usually the brightest goat in the herd that stirs up the most trouble, which is why the Agricultural Revolution involved downgrading animals&#8217; mental abilities. The second cognitive revolution, dreamed up by techno-humanists, might do the same to us, producing human cogs who communicate and process data far more effectively than ever before, but who can barely pay attention, dream or doubt. </p>
2017-11-06 12:00:55 -0800	Quotes	Fear of Missing Out	<p>Modern humanity is sick with FOMO &#8211; Fear of Missing Out &#8211; and though we have more choice than ever before, we have lost the ability to really pay attention to whatever we choose. </p>
2017-10-15 07:14:00 -0700	Quotes	Flexible cooperation with strangers	<p>To the best of our knowledge, only Sapiens can cooperate in very flexible ways with countless numbers of strangers. This concrete capability &#8211; rather than an eternal soul or some unique kind of consciousness &#8211; explains our mastery of planet Earth. </p>
2017-11-06 11:57:15 -0800	Quotes	The system has been shaping and reshaping our minds	<p>For thousands of years the system has been shaping and reshaping our minds according to its needs. Sapiens originally evolved as members of small intimate communities, and their mental faculties were not adapted to living as cogs within a giant machine. However, with the rise of cities, kingdoms and empires, the system cultivated capacities required for large-scale cooperation, while disregarding other skills and aptitudes. </p>
2016-12-03 10:22:36 -0800	Quotes	Authentic cultures	<p>We still talk a lot about ‘authentic&#8217; cultures, but if by ‘authentic&#8217; we mean something that developed independently, and that consists of ancient local traditions free of external influences, then there are no authentic cultures left on earth. Over the last few centuries, all cultures were changed almost beyond recognition by a flood of global influences. </p>
2016-12-28 08:17:44 -0800	Quotes	The Awesome Power of Culture	<p>Millions of years of evolution have designed us to live and think as community members. Within a mere two centuries we have become alienated individuals. Nothing testifies better to the awesome power of culture. </p>
2016-12-28 12:00:21 -0800	Quotes	A Completely Free Market	<p>In a completely free market, unsupervised by kings and priests, avaricious capitalists can establish monopolies or collude against their workforces. If there is a single corporation controlling all shoe factories in a country, or if all factory owners conspire to reduce wages simultaneously, then the labourers are no longer able to protect themselves by switching jobs. </p>
2016-11-28 08:33:21 -0800	Quotes	Consistency is the playground of dull minds	<p>Just as medieval culture did not manage to square chivalry with Christianity, so the modern world fails to square liberty with equality. But this is no defect. Such contradictions are an inseparable part of every human culture. In fact, they are culture&#8217;s engines, responsible for the creativity and dynamism of our species. Just as when two clashing musical notes played together force a piece of music forward, so discord in our thoughts, ideas and values compel us to think, re-evaluate and criticise. Consistency is the playground of dull minds. </p>
